,PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,OVERALL_PICK,TEAM_NAME,ORGANIZATION,ORGANIZATION_TYPE,PLAYER_PROFILE_FLAG,POSITION,HEIGHT,WEIGHT,WINGSPAN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,BMI,VERTICAL_RATIO
777,203504,Trey Burke,2013,1,9,Timberwolves,Michigan,College/University,1,G,71.75,187.0,77.5,6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16,3.0,25.53601476283553,0.5087108013937283
778,203468,CJ McCollum,2013,1,10,Trail Blazers,Lehigh,College/University,1,G,74.25,197.0,78.25,8.6,8.0,9.5,32.0,38.5,11.02,2.91,3.32,13.0,25.120520581800044,0.5185185185185185
779,203487,Michael Carter-Williams,2013,1,11,76ers,Syracuse,College/University,1,G,76.75,184.4,79.25,4.4,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,22.00693057751276,0.5342019543973942
780,203500,Steven Adams,2013,1,12,Thunder,Pittsburgh,College/University,1,C,82.75,254.5,88.5,6.65,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,26.12805651646115,0.3987915407854985
781,203482,Kelly Olynyk,2013,1,13,Mavericks,Gonzaga,College/University,1,F,82.75,234.0,81.75,6.65,8.5,10.0,24.5,29.5,11.42,2.99,3.59,5.0,24.02343899745347,0.3564954682779456
782,203498,Shabazz Muhammad,2013,1,14,Jazz,California-Los Angeles,College/University,1,G,76.75,221.8,83.0,9.0,9.0,10.0,29.5,37.0,10.99,2.93,3.32,10.0,26.47037528249637,0.4820846905537459
783,203507,Giannis Antetokounmpo,2013,1,15,Bucks,Basket Zaragoza 2002 (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
784,203512,Lucas Nogueira,2013,1,16,Celtics,CB Estudiantes (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
785,203471,Dennis Schröder,2013,1,17,Hawks,Basketball Lowen Braunschweig (Germany),Other Team/Club,1,G,73.0,164.8,79.75,4.1,8.75,10.5,30.0,34.0,11.09,2.86,3.21,1.0,21.740364045787203,0.4657534246575342
786,203499,Shane Larkin,2013,1,18,Hawks,Miami (FL),College/University,1,G,70.25,170.8,70.75,3.8,7.5,8.75,34.5,44.0,10.64,3.03,3.08,12.0,24.33047200516711,0.6263345195729537
787,203508,Sergey Karasev,2013,1,19,Cavaliers,B.C. Zenit Saint Petersburg (Russia),Other Team/Club,1,,,,,,,,,,,,,,,
788,203503,Tony Snell,2013,1,20,Bulls,New Mexico,College/University,1,G,78.0,198.2,83.5,4.85,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,22.901808021038786,0.46794871794871795
789,203476,Gorgui Dieng,2013,1,21,Jazz,Louisville,College/University,1,C,81.75,229.6,87.5,5.35,9.0,10.0,,,,,,,24.15192136838463,
790,203486,Mason Plumlee,2013,1,22,Nets,Duke,College/University,1,F,83.25,238.2,83.0,6.15,9.75,9.5,30.5,36.0,10.89,2.76,3.29,14.0,24.16176176176176,0.43243243243243246
791,203524,Solomon Hill,2013,1,23,Pacers,Arizona,College/University,1,F,77.5,226.0,81.0,7.6,9.0,10.5,29.5,37.5,10.77,2.91,3.19,14.0,26.452112382934445,0.4838709677419355
792,203501,Tim Hardaway Jr.,2013,1,24,Knicks,Michigan,College/University,1,G,76.5,199.4,79.0,6.05,8.0,9.25,31.5,37.5,10.68,2.93,3.25,16.0,23.95287282669059,0.49019607843137253
793,203493,Reggie Bullock Jr.,2013,1,25,Clippers,North Carolina,College/University,1,G,77.75,199.8,80.75,6.95,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,23.235392520755575,0.4694533762057878
794,203460,Andre Roberson,2013,1,26,Timberwolves,Colorado,College/University,1,F,78.25,205.8,83.0,7.05,8.75,9.5,30.0,36.5,11.36,3.02,3.34,10.0,23.628274250017867,0.46645367412140576
795,203497,Rudy Gobert,2013,1,27,Nuggets,Cholet Basket (France),Other Team/Club,1,C,84.5,237.6,92.5,4.4,9.75,10.0,25.0,29.0,12.85,3.19,3.57,7.0,23.39313049262981,0.3431952662721893
796,203520,Livio Jean-Charles,2013,1,28,Spurs,ASVEL Basket (France),Other Team/Club,1,,,,,,,,,,,,,,,
797,203462,Archie Goodwin,2013,1,29,Thunder,Kentucky,College/University,1,G,75.75,189.0,81.5,4.55,8.5,9.0,30.0,36.0,10.75,3.41,3.27,1.0,23.155376923830996,0.4752475247524752
798,203517,Nemanja Nedovic,2013,1,30,Suns,BC Lietuvos rytas (Lithuania),Other Team/Club,1,,,,,,,,,,,,,,,
799,203459,Allen Crabbe,2013,2,31,Cavaliers,California,College/University,1,G,77.25,197.4,83.25,4.65,8.25,8.5,30.5,36.0,10.67,3.1,3.32,10.0,23.254419203820653,0.46601941747572817
800,203518,Alex Abrines,2013,2,32,Thunder,FC Barcelona Basquet (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
801,203467,Carrick Felix,2013,2,33,Cavaliers,Arizona State,College/University,1,G,76.75,202.6,81.25,3.3,8.5,9.5,32.0,38.5,11.16,3.09,3.25,15.0,24.1789812093497,0.501628664495114
802,203477,Isaiah Canaan,2013,2,34,Rockets,Murray State,College/University,1,G,71.0,188.4,76.5,5.9,8.25,9.5,33.0,40.5,10.98,2.89,3.22,16.0,26.27359650862924,0.5704225352112676
803,203318,Glen Rice,2013,2,35,76ers,Michigan,College/University,1,G,76.5,210.8,81.25,8.45,8.5,9.0,33.0,40.5,10.99,3.08,3.25,10.0,25.322294843863475,0.5294117647058824
804,203492,Ray McCallum,2013,2,36,Kings,Detroit Mercy,College/University,1,G,72.25,191.4,75.25,7.3,8.0,8.75,30.5,40.0,10.82,3.08,3.25,5.0,25.776358041690113,0.5536332179930796
805,203502,Tony Mitchell,2013,2,37,Pistons,North Texas,College/University,1,F,79.5,236.4,86.5,5.55,9.0,10.0,33.5,38.0,11.82,3.25,3.52,13.0,26.294719354455914,0.4779874213836478
806,203489,Nate Wolters,2013,2,38,Wizards,South Dakota State,College/University,1,G,75.5,196.4,75.75,5.5,8.25,8.75,,,,,,8.0,24.221604315600192,
807,203481,Jeff Withey,2013,2,39,Trail Blazers,Kansas,College/University,1,C,82.75,221.8,86.0,8.65,9.0,9.75,26.5,29.0,12.49,3.29,3.47,10.0,22.77093491297086,0.3504531722054381
808,203511,Grant Jerrett,2013,2,40,Trail Blazers,Arizona,College/University,1,F,80.75,232.0,86.0,10.05,8.5,9.25,28.5,34.0,11.85,3.23,3.51,2.0,25.012566017118925,0.42105263157894735
809,203479,Jamaal Franklin,2013,2,41,Grizzlies,San Diego State,College/University,1,G,76.0,190.8,83.25,8.25,8.5,8.25,,,,,,,23.222368421052636,
810,203510,Pierre Jackson,2013,2,42,76ers,Baylor,College/University,1,G,69.5,176.0,70.0,4.5,7.5,8.25,,,,,,,25.61523730655763,
811,203495,Ricky Ledo,2013,2,43,Bucks,Providence,College/University,1,G,76.75,197.2,79.25,10.25,8.5,9.25,27.0,33.5,10.72,3.16,3.32,4.0,23.534526626277202,0.4364820846905538
812,203488,Mike Muscala,2013,2,44,Mavericks,Bucknell,College/University,1,F,82.25,230.2,85.0,6.8,8.5,9.0,28.0,33.5,11.76,2.99,3.44,5.0,23.921523267523394,0.4072948328267477
813,203525,Marko Todorovic,2013,2,45,Trail Blazers,FC Barcelona Basquet (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
814,203475,Erick Green,2013,2,46,Jazz,Virginia Tech,College/University,1,G,73.5,178.2,77.75,4.35,8.5,9.0,,,,,,5.0,23.189337775926692,
815,203526,Raul Neto,2013,2,47,Hawks,San Sebastian Gipuzkoa BC (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
816,203527,Ryan Kelly,2013,2,48,Lakers,Duke,College/University,1,F,81.75,228.0,83.5,14.75,9.0,10.0,,,,,,,23.983615296131077,
817,203513,Erik Murphy,2013,2,49,Bulls,Florida,College/University,1,F,80.75,239.8,82.5,7.95,8.75,9.75,24.5,29.5,12.19,2.96,3.57,13.0,25.85350573665999,0.3653250773993808
818,203516,James Ennis III,2013,2,50,Hawks,Long Beach State,College/University,1,F,77.75,200.8,83.5,4.5,8.5,8.75,29.5,36.5,11.55,3.06,3.4,7.0,23.351685776615216,0.4694533762057878
819,203528,Romero Osby,2013,2,51,Magic,Oklahoma,College/University,1,,,,,,,,,,,,,,,
820,203485,Lorenzo Brown,2013,2,52,Timberwolves,North Carolina State,College/University,1,G,76.0,189.2,79.0,3.95,8.25,8.5,28.0,34.0,11.78,3.24,3.4,8.0,23.027631578947368,0.4473684210526316
821,203470,Colton Iverson,2013,2,53,Pacers,Colorado State,College/University,0,C,82.5,262.8,86.0,9.6,9.25,9.5,26.5,30.0,11.52,3.04,3.52,12.0,27.14393388429752,0.36363636363636365
822,203529,Arsalan Kazemi,2013,2,54,Wizards,Oregon,College/University,1,,,,,,,,,,,,,,,
823,203530,Joffrey Lauvergne,2013,2,55,Grizzlies,KK Partizan (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
824,203491,Peyton Siva,2013,2,56,Pistons,Louisville,College/University,1,G,71.5,180.6,75.0,6.05,8.0,9.75,33.5,41.5,10.59,2.93,3.16,15.0,24.83481832852462,0.5804195804195804
825,203531,Alex Oriakhi,2013,2,57,Suns,Missouri,College/University,0,,,,,,,,,,,,,,,
826,203472,Deshaun Thomas,2013,2,58,Spurs,Ohio State,College/University,1,F,77.0,219.8,82.0,9.1,8.0,8.75,28.5,32.0,12.94,3.38,3.53,5.0,26.0616292798111,0.4155844155844156
827,203532,Bojan Dubljevic,2013,2,59,Timberwolves,Valencia BC (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
828,203533,Janis Timma,2013,2,60,Grizzlies,BK Ventspils (Latvia),Other Team/Club,0,,,,,,,,,,,,,,,
829,203952,Andrew Wiggins,2014,1,1,Cavaliers,Kansas,College/University,1,,,,,,,,,,,,,,,
830,203953,Jabari Parker,2014,1,2,Bucks,Duke,College/University,1,,,,,,,,,,,,,,,
831,203954,Joel Embiid,2014,1,3,76ers,Kansas,College/University,1,,,,,,,,,,,,,,,
832,203932,Aaron Gordon,2014,1,4,Magic,Arizona,College/University,1,F,79.5,220.1,83.75,5.05,8.75,10.5,32.5,39.0,10.81,2.76,3.27,,24.481673984415174,0.49056603773584906
833,203957,Danté Exum,2014,1,5,Jazz,Australian Institute of Sport (Australia),Other Team/Club,1,G,76.5,196.3,81.5,6.4,8.5,9.5,31.5,34.5,10.75,2.88,3.19,,23.580486137810244,0.45098039215686275
834,203935,Marcus Smart,2014,1,6,Celtics,Oklahoma State,College/University,1,G,74.0,227.2,81.25,10.55,9.0,8.75,33.0,36.0,10.82,2.96,3.26,,29.167567567567566,0.4864864864864865
835,203944,Julius Randle,2014,1,7,Lakers,Kentucky,College/University,1,F,79.75,249.7,84.0,9.4,8.75,8.25,29.0,35.5,11.45,3.14,3.27,,27.600216192844016,0.445141065830721
836,203917,Nik Stauskas,2014,1,8,Kings,Michigan,College/University,1,G,77.25,206.9,79.75,12.05,8.5,8.5,29.0,35.5,10.79,2.92,3.27,,24.373552853447286,0.459546925566343
837,203943,Noah Vonleh,2014,1,9,Hornets,Indiana,College/University,1,F,80.0,247.1,88.25,7.3,9.75,11.75,31.0,37.0,11.45,3.29,3.28,,27.142390625,0.4625
838,203901,Elfrid Payton,2014,1,10,76ers,Louisiana-Lafayette,College/University,1,G,74.5,185.4,80.0,5.65,8.75,9.0,31.5,35.5,11.06,2.92,3.23,,23.482942209810368,0.47651006711409394
839,203926,Doug McDermott,2014,1,11,Nuggets,Creighton,College/University,1,F,78.25,218.0,81.25,7.1,8.75,9.75,28.5,36.5,11.1,3.15,3.29,,25.028978554440688,0.46645367412140576
840,203967,Dario Šarić,2014,1,12,Magic,KK Cibona (Croatia),Other Team/Club,1,,,,,,,,,,,,,,,
841,203897,Zach LaVine,2014,1,13,Timberwolves,California-Los Angeles,College/University,1,G,76.5,180.9,80.25,4.7,8.25,8.75,33.5,41.5,10.42,2.8,3.19,,21.73056516724337,0.5424836601307189
842,203933,T.J. Warren,2014,1,14,Suns,North Carolina State,College/University,1,F,79.0,220.2,82.25,7.95,8.75,9.0,27.0,35.5,11.1,3.04,3.26,,24.803813491427654,0.44936708860759494
843,203940,Adreian Payne,2014,1,15,Hawks,Michigan State,College/University,1,F,81.0,238.5,88.0,7.55,9.25,9.5,,,,,,,25.554869684499312,
844,203994,Jusuf Nurkić,2014,1,16,Bulls,KK Cedevita (Croatia),Other Team/Club,1,,,,,,,,,,,,,,,
845,203923,James Young,2014,1,17,Celtics,Kentucky,College/University,1,G,77.25,213.3,84.0,5.1,9.0,9.5,28.0,35.5,,,,,25.127495522669435,0.459546925566343
846,203898,Tyler Ennis,2014,1,18,Suns,Syracuse,College/University,1,G,73.0,181.5,79.25,6.2,8.25,8.75,29.0,36.0,11.12,2.84,3.3,,23.943422781009573,0.4931506849315068
847,203914,Gary Harris,2014,1,19,Bulls,Michigan State,College/University,1,G,74.5,204.8,78.75,4.55,8.5,9.5,,,,,,,25.94016485743886,
848,203998,Bruno Caboclo,2014,1,20,Raptors,Esporte Clube Pinheiros (Brazil),Other Team/Club,1,,,,,,,,,,,,,,,
849,203956,Mitch McGary,2014,1,21,Thunder,Michigan,College/University,1,,,,,,,,,,,,,,,
850,203919,Jordan Adams,2014,1,22,Grizzlies,California-Los Angeles,College/University,1,G,75.5,208.8,82.0,10.8,8.5,7.5,24.5,29.5,12.13,3.05,3.5,,25.750870575851938,0.39072847682119205
851,203918,Rodney Hood,2014,1,23,Jazz,Duke,College/University,1,F,79.25,208.2,80.5,7.45,8.5,8.5,29.0,36.0,11.21,3.14,3.38,,23.30437759356745,0.45425867507886436
852,203894,Shabazz Napier,2014,1,24,Hornets,Connecticut,College/University,1,G,71.0,175.2,75.25,7.35,8.25,8.5,30.5,37.5,11.6,3.13,3.2,,24.432771275540567,0.528169014084507
853,203991,Clint Capela,2014,1,25,Rockets,Elan Chalon (France),Other Team/Club,1,,,,,,,,,,,,,,,
854,203798,PJ Hairston,2014,1,26,Heat,Texas Legends (D-League),Other Team/Club,1,G,76.25,228.8,81.0,8.2,8.75,9.75,32.0,37.0,11.12,,3.32,,27.665062080086003,0.4852459016393443
855,203992,Bogdan Bogdanović,2014,1,27,Suns,KK Partizan (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
856,203912,C.J. Wilcox,2014,1,28,Clippers,Washington,College/University,1,G,75.5,201.0,81.75,6.5,8.75,9.0,31.0,37.5,11.3,2.92,3.22,,24.788912766983902,0.4966887417218543
857,203962,Josh Huestis,2014,1,29,Thunder,Stanford,College/University,1,,,,,,,,,,,,,,,
858,203937,Kyle Anderson,2014,1,30,Spurs,California-Los Angeles,College/University,1,F,79.5,230.1,86.75,13.35,8.25,8.75,,,,,,,25.5939717574463,
859,203996,Damien Inglis,2014,2,31,Bucks,Chorale Roanne Basket (France),Other Team/Club,1,,,,,,,,,,,,,,,
860,203909,KJ McDaniels,2014,2,32,76ers,Clemson,College/University,1,F,76.5,195.6,83.25,4.45,8.75,9.75,33.0,37.0,12.71,3.2,3.1,,23.49639882096629,0.48366013071895425
861,203925,Joe Harris,2014,2,33,Cavaliers,Virginia,College/University,1,G,76.75,215.0,78.0,6.2,8.5,9.75,28.5,33.5,11.11,2.92,3.31,,25.658839881590254,0.4364820846905538
862,203921,Cleanthony Early,2014,2,34,Knicks,Wichita State,College/University,1,F,78.0,209.4,82.75,4.45,8.5,9.0,34.0,40.0,11.15,2.96,3.18,,24.19595660749507,0.5128205128205128
863,203950,Jarnell Stokes,2014,2,35,Jazz,Tennessee,College/University,1,F,79.0,262.8,85.25,8.2,9.75,10.5,31.0,36.0,11.92,3.2,3.26,,29.602371414837368,0.45569620253164556
864,203948,Johnny O'Bryant III,2014,2,36,Bucks,Louisiana State,College/University,1,F,79.25,256.8,86.25,10.75,9.25,9.5,31.0,35.5,11.57,3.32,3.45,,28.744304351720093,0.4479495268138801
865,203908,DeAndre Daniels,2014,2,37,Raptors,Connecticut,College/University,0,F,79.25,196.0,86.0,3.85,9.25,10.5,26.5,32.0,11.46,3.04,3.44,,21.93879927156206,0.4037854889589905
866,203915,Spencer Dinwiddie,2014,2,38,Pistons,Colorado,College/University,1,G,76.5,204.9,80.25,5.35,8.25,9.0,,,,,,,24.61355888760733,
867,203924,Jerami Grant,2014,2,39,76ers,Syracuse,College/University,1,F,78.5,214.0,86.75,3.75,9.25,9.25,,,,,,,24.41348533409063,
868,203922,Glenn Robinson III,2014,2,40,Timberwolves,Michigan,College/University,1,F,77.5,211.4,82.0,5.05,9.0,9.5,36.5,41.5,11.22,3.04,3.15,,24.743259105098854,0.535483870967742
869,203999,Nikola Jokić,2014,2,41,Nuggets,KK Mega Leks (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
870,203910,Nick Johnson,2014,2,42,Rockets,Arizona,College/University,1,G,73.5,198.0,79.25,6.05,8.75,9.75,33.5,41.5,10.8,2.95,3.27,,25.765930862140777,0.564625850340136
871,204002,Edy Tavares,2014,2,43,Hawks,CB Gran Canaria (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
872,203900,Markel Brown,2014,2,44,Timberwolves,Oklahoma State,College/University,1,G,74.5,184.4,80.75,4.2,8.25,9.75,36.5,43.5,12.62,2.9,3.18,,23.356281248592403,0.5838926174496645
873,203939,Dwight Powell,2014,2,45,Hornets,Stanford,College/University,1,F,81.5,234.4,84.5,6.2,9.0,9.25,28.5,35.0,11.28,2.88,3.2,,24.808340547254318,0.4294478527607362
874,203903,Jordan Clarkson,2014,2,46,Wizards,Missouri,College/University,1,G,75.25,186.3,80.0,4.3,8.25,9.0,33.0,38.5,10.76,2.98,3.28,,23.12891027692851,0.5116279069767442
875,203893,Russ Smith,2014,2,47,76ers,Louisville,College/University,1,G,71.5,160.0,75.5,3.5,8.25,8.5,29.5,34.0,11.57,3.01,3.27,,22.00205389016578,0.4755244755244755
876,203934,Lamar Patterson,2014,2,48,Bucks,Pittsburgh,College/University,1,G,76.0,226.0,83.0,10.75,9.0,9.25,27.5,32.5,11.63,3.13,3.45,,27.50657894736842,0.4276315789473684
877,203946,Cameron Bairstow,2014,2,49,Bulls,New Mexico,College/University,1,F,80.75,252.4,84.75,8.7,8.75,9.0,31.0,33.5,11.39,3.09,3.37,,27.21194682207248,0.4148606811145511
878,203938,Alec Brown,2014,2,50,Suns,Wisconsin-Green Bay,College/University,0,F,84.25,231.2,85.5,7.7,9.25,8.75,27.0,30.0,12.05,2.91,3.48,,22.898304995201155,0.3560830860534125
879,203648,Thanasis Antetokounmpo,2014,2,51,Knicks,Delaware 87ers (D-League),Other Team/Club,1,F,77.25,205.2,84.0,6.05,9.0,9.75,31.5,39.5,11.39,3.05,3.18,,24.17328683193515,0.511326860841424
880,203995,Vasilije Micic,2014,2,52,76ers,KK Mega Leks (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
881,203993,Alessandro Gentile,2014,2,53,Timberwolves,Olimpia Milano (Italy),Other Team/Club,0,,,,,,,,,,,,,,,
882,204009,Nemanja Dangubic,2014,2,54,76ers,KK Mega Leks (Serbia),Other Team/Club,0,,,,,,,,,,,,,,,
883,203902,Semaj Christon,2014,2,55,Heat,Xavier,College/University,1,G,73.5,186.0,78.5,5.25,8.5,8.25,30.5,36.5,11.55,3.21,3.32,,24.204359294738307,0.4965986394557823
884,203906,Devyn Marble,2014,2,56,Nuggets,Iowa,College/University,1,G,77.0,192.4,81.0,6.9,8.25,8.5,29.0,35.0,11.32,3.08,3.28,,22.81281835048069,0.45454545454545453
885,204010,Louis Labeyrie,2014,2,57,Pacers,Paris-Levallois Basket (France),Other Team/Club,0,,,,,,,,,,,,,,,
886,203895,Jordan McRae,2014,2,58,Spurs,Tennessee,College/University,1,G,75.75,179.4,84.5,5.2,8.75,8.5,27.5,34.5,11.07,3.15,3.39,,21.97923079436657,0.45544554455445546
887,203904,Xavier Thames,2014,2,59,Raptors,San Diego State,College/University,0,G,74.25,187.0,76.0,6.4,8.25,9.0,29.0,32.5,11.48,3.02,3.48,,23.84536725277466,0.4377104377104377
888,203928,Cory Jefferson,2014,2,60,Spurs,Baylor,College/University,1,F,79.75,218.4,84.5,5.25,8.75,9.75,33.0,37.5,12.63,3.39,3.36,,24.140517487052996,0.4702194357366771
889,1626157,Karl-Anthony Towns,2015,1,1,Timberwolves,Kentucky,College/University,1,,,,,,,,,,,,,,,
890,1626156,D'Angelo Russell,2015,1,2,Lakers,Ohio State,College/University,1,G,75.25,193.4,81.75,8.3,8.75,9.75,,,,,,,24.010366331497448,
891,1626143,Jahlil Okafor,2015,1,3,76ers,Duke,College/University,1,,,,,,,,,,,,,,,
892,204001,Kristaps Porziņģis,2015,1,4,Knicks,CB Sevilla (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
893,1626209,Mario Hezonja,2015,1,5,Magic,FC Barcelona Basquet (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
894,1626161,Willie Cauley-Stein,2015,1,6,Kings,Kentucky,College/University,1,C,83.25,242.4,87.0,6.3,9.5,9.0,,,,,,,24.58778778778779,
895,1626144,Emmanuel Mudiay,2015,1,7,Nuggets,Guangdong Southern Tigers (China),Other Team/Club,1,,,,,,,,,,,,,,,
896,1626169,Stanley Johnson,2015,1,8,Pistons,Arizona,College/University,1,F,77.0,241.8,83.5,7.5,9.0,9.0,,,,,,,28.67016360263114,
897,1626163,Frank Kaminsky,2015,1,9,Hornets,Wisconsin,College/University,1,F,83.75,231.2,83.0,9.4,8.5,9.5,,,,,,,23.17253374916462,
898,1626159,Justise Winslow,2015,1,10,Heat,Duke,College/University,1,F,76.5,221.8,82.25,5.3,8.5,9.25,,,,,,,26.64366696569696,
899,1626167,Myles Turner,2015,1,11,Pacers,Texas,College/University,1,F,81.75,238.6,88.0,9.3,9.25,9.25,,,,,,,25.098643024810855,
900,1626168,Trey Lyles,2015,1,12,Jazz,Kentucky,College/University,1,F,81.0,241.2,85.5,12.1,9.25,10.25,,,,,,,25.844170096021944,
901,1626164,Devin Booker,2015,1,13,Suns,Kentucky,College/University,1,G,76.5,205.8,80.25,8.3,8.75,9.0,27.5,34.5,10.27,2.75,3.28,8.0,24.72167115212098,0.45098039215686275
902,1626166,Cameron Payne,2015,1,14,Thunder,Murray State,College/University,1,G,72.75,182.8,79.25,6.3,8.5,8.25,29.75,35.5,10.9,2.93,3.28,0.0,24.280941415429673,0.4879725085910653
903,1626162,Kelly Oubre Jr.,2015,1,15,Hawks,Kansas,College/University,1,G,77.75,202.8,86.25,5.7,9.0,8.75,34.5,37.0,11.09,3.12,3.32,7.0,23.58427228833449,0.4758842443729904
904,1626179,Terry Rozier,2015,1,16,Celtics,Louisville,College/University,1,G,72.5,190.2,80.25,5.6,8.25,8.5,33.0,38.0,10.84,2.84,3.15,7.0,25.438401902497027,0.5241379310344828
905,1626173,Rashad Vaughn,2015,1,17,Bucks,Nevada-Las Vegas,College/University,1,G,75.75,198.6,79.0,6.2,8.0,8.5,28.0,34.0,11.4,3.1,3.21,5.0,24.331523053295427,0.44884488448844884
906,1626155,Sam Dekker,2015,1,18,Rockets,Wisconsin,College/University,1,F,79.75,218.6,83.5,7.5,8.5,9.25,25.5,34.5,10.64,2.96,3.28,5.0,24.162624188048465,0.43260188087774293
907,1626170,Jerian Grant,2015,1,19,Wizards,Notre Dame,College/University,1,G,75.25,198.0,79.5,5.6,8.25,8.5,,,,,,,24.58145053586605,
908,1626153,Delon Wright,2015,1,20,Raptors,Utah,College/University,1,G,76.25,181.4,79.5,6.6,8.0,8.5,29.5,31.0,11.16,3.5,3.29,4.0,21.933751142166084,0.4065573770491803
909,1626147,Justin Anderson,2015,1,21,Mavericks,Virginia,College/University,1,G,77.25,230.6,83.75,5.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22,12.0,27.165496800410555,0.5566343042071198
910,1626171,Bobby Portis,2015,1,22,Bulls,Arkansas,College/University,1,F,81.5,246.2,86.0,8.9,9.5,9.25,25.0,31.5,11.78,3.28,3.56,5.0,26.057224585042718,0.38650306748466257
911,1626178,Rondae Hollis-Jefferson,2015,1,23,Trail Blazers,Arizona,College/University,1,F,77.5,210.8,86.0,5.0,8.75,9.75,32.0,38.0,10.41,3.19,3.12,13.0,24.673032258064516,0.49032258064516127
912,1626145,Tyus Jones,2015,1,24,Cavaliers,Duke,College/University,1,G,72.5,184.6,77.0,6.5,8.25,8.75,26.5,32.5,11.84,2.95,3.32,2.0,24.68942687277051,0.4482758620689655
913,1626185,Jarell Martin,2015,1,25,Grizzlies,Louisiana State,College/University,1,F,80.0,238.6,81.0,10.1,8.25,9.5,28.5,35.0,11.2,2.97,3.27,19.0,26.208718750000003,0.4375
914,1626221,Nikola Milutinov,2015,1,26,Spurs,KK Partizan (Serbia),Other Team/Club,0,,,,,,,,,,,,,,,
915,1626204,Larry Nance Jr.,2015,1,27,Lakers,Wyoming,College/University,1,,,,,,,,,,,,,,,
916,1626154,RJ Hunter,2015,1,28,Celtics,Georgia State,College/University,1,G,76.5,185.0,82.5,6.0,8.5,8.25,27.5,33.5,10.87,2.91,3.26,1.0,22.22307659447221,0.43790849673202614
917,1626191,Chris McCullough,2015,1,29,Nets,Syracuse,College/University,1,F,80.25,199.0,87.25,6.2,8.75,8.75,,,,,,,21.72292582564222,
918,1626172,Kevon Looney,2015,1,30,Warriors,California-Los Angeles,College/University,1,F,80.0,222.4,87.5,11.9,9.5,9.25,,,,,,,24.429250000000003,
919,1626224,Cedi Osman,2015,2,31,Timberwolves,Anadolu Efes S.K. (Turkey),Other Team/Club,1,,,,,,,,,,,,,,,
920,1626149,Montrezl Harrell,2015,2,32,Rockets,Louisville,College/University,1,F,79.0,253.4,88.25,11.9,9.0,9.75,,,,,,,28.543534689953535,
921,1626175,Jordan Mickey,2015,2,33,Celtics,Louisiana State,College/University,1,F,79.0,238.0,87.25,7.2,8.75,9.5,33.0,37.5,11.72,3.13,3.28,9.0,26.808844736420443,0.47468354430379744
922,1626148,Anthony Brown,2015,2,34,Lakers,Stanford,College/University,1,G,77.75,211.0,83.0,6.1,8.5,9.0,27.5,34.5,10.94,3.29,3.18,4.0,24.537876986383516,0.4437299035369775
923,1626195,Willy Hernangomez,2015,2,35,76ers,CB Sevilla (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
924,1626176,Rakeem Christmas,2015,2,36,Timberwolves,Syracuse,College/University,1,F,80.25,242.6,89.25,9.6,9.25,9.0,29.0,32.0,11.6,3.3,3.47,9.0,26.482320629652275,0.3987538940809969
925,1626158,Richaun Holmes,2015,2,37,76ers,Bowling Green,College/University,1,F,80.25,242.8,85.5,8.8,8.5,8.5,32.5,36.0,11.24,3.31,3.32,15.0,26.5041527159092,0.4485981308411215
926,1626199,Darrun Hilliard,2015,2,38,Pistons,Villanova,College/University,1,,,,,,,,,,,,,,,
927,1626225,Juan Pablo Vaulet,2015,2,39,Hornets,Bahia Basket (Argentina),Other Team/Club,0,,,,,,,,,,,,,,,
928,1626196,Josh Richardson,2015,2,40,Heat,Tennessee,College/University,1,,,,,,,,,,,,,,,
929,1626192,Pat Connaughton,2015,2,41,Nets,Notre Dame,College/University,1,G,76.0,215.0,80.0,10.2,8.5,9.25,37.5,44.0,10.58,3.08,3.2,13.0,26.167763157894736,0.5789473684210527
930,1626152,Olivier Hanlan,2015,2,42,Jazz,Boston College,College/University,0,G,75.25,185.8,78.0,4.3,8.0,8.75,28.0,34.0,11.41,3.12,3.25,19.0,23.066835906888443,0.45182724252491696
