Age,G,MP,Totals_FG,Totals_FGA,Totals_3P,Totals_3PA,Totals_FT,Totals_FTA,Totals_ORB,Totals_TRB,Totals_AST,Totals_STL,Totals_BLK,Totals_TOV,Totals_PF,Totals_PTS,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,OVERALL_PICK
21.0,33,1056.0,194,391,22,71,115,156,60.0,260,45,42.0,77.0,90.0,101.0,525,0.496,0.31,0.737,32.0,15.9,7.9,1.4,57
21.0,30,1009.0,188,401,63,173,99,130,31.0,109,64,17.0,5.0,83.0,81.0,538,0.469,0.364,0.762,33.6,17.9,3.6,2.1,58
22.0,35,1159.0,147,353,18,67,147,219,69.0,227,80,34.0,22.0,74.0,103.0,459,0.416,0.269,0.671,33.1,13.1,6.5,2.3,59
19.0,35,1165.0,300,459,3,8,191,324,135.0,504,80,39.0,41.0,116.0,89.0,794,0.654,0.375,0.59,33.3,22.7,14.4,2.3,1
21.0,36,1145.0,178,278,0,0,133,212,133.0,388,17,22.0,152.0,68.0,90.0,489,0.64,0.36,0.627,31.8,13.6,10.8,0.5,2
19.0,35,1254.0,221,452,58,163,204,270,48.0,195,148,59.0,11.0,118.0,99.0,704,0.489,0.356,0.756,35.8,20.1,5.6,4.2,3
19.0,37,1072.0,230,505,34,124,138,194,47.0,198,143,77.0,29.0,133.0,89.0,632,0.455,0.274,0.711,29.0,17.1,5.4,3.9,4
19.0,38,1418.0,219,476,45,142,180,229,22.0,104,254,54.0,6.0,129.0,55.0,663,0.46,0.317,0.786,37.3,17.4,2.7,6.7,6
20.0,34,1145.0,312,687,130,336,220,251,21.0,151,189,86.0,8.0,126.0,81.0,974,0.454,0.387,0.876,33.7,28.6,4.4,5.6,7
21.0,34,1213.0,252,469,0,0,117,179,143.0,375,50,30.0,58.0,97.0,102.0,621,0.537,0.36,0.654,35.7,18.3,11.0,1.5,8
19.0,35,1168.0,192,367,6,36,95,147,84.0,201,51,31.0,13.0,73.0,73.0,485,0.523,0.167,0.646,33.4,13.9,5.7,1.5,9
21.0,37,1266.0,169,392,57,148,68,117,51.0,317,185,86.0,29.0,86.0,62.0,463,0.431,0.385,0.581,34.2,12.5,8.6,5.0,11
21.0,37,1098.0,213,473,41,122,143,188,46.0,183,91,46.0,28.0,80.0,63.0,610,0.45,0.336,0.761,29.7,16.5,4.9,2.5,12
23.0,34,1029.0,223,434,9,23,249,296,103.0,276,34,42.0,12.0,63.0,77.0,704,0.514,0.391,0.841,30.3,20.7,8.1,1.0,13
21.0,37,1269.0,202,442,31,95,90,139,102.0,322,119,38.0,51.0,119.0,71.0,525,0.457,0.326,0.647,34.3,14.2,8.7,3.2,14
20.0,34,895.0,159,333,36,84,77,109,36.0,232,37,24.0,70.0,73.0,97.0,431,0.477,0.429,0.706,26.3,12.7,6.8,1.1,15
21.0,31,946.0,187,345,22,69,69,99,79.0,264,62,44.0,48.0,74.0,91.0,465,0.542,0.319,0.697,30.5,15.0,8.5,2.0,16
18.0,35,950.0,112,249,27,88,45,62,44.0,132,129,55.0,18.0,75.0,75.0,296,0.45,0.307,0.726,27.1,8.5,3.8,3.7,17
21.0,35,1048.0,182,342,51,108,166,208,23.0,104,230,75.0,5.0,66.0,59.0,581,0.532,0.472,0.798,29.9,16.6,3.0,6.6,18
20.0,31,991.0,180,371,45,102,179,219,15.0,102,110,58.0,20.0,104.0,68.0,584,0.485,0.441,0.817,32.0,18.8,3.3,3.5,19
21.0,34,1206.0,248,536,66,183,198,243,16.0,122,210,58.0,6.0,101.0,82.0,760,0.463,0.361,0.815,35.5,22.4,3.6,6.2,20
21.0,35,1103.0,175,344,41,104,113,126,16.0,84,166,57.0,5.0,87.0,53.0,504,0.509,0.394,0.897,31.5,14.4,2.4,4.7,21
19.0,33,671.0,120,188,0,1,52,93,55.0,154,9,16.0,37.0,51.0,68.0,292,0.638,0.0,0.559,20.3,8.8,4.7,0.3,24
23.0,35,1179.0,190,316,0,0,120,182,123.0,316,44,34.0,100.0,72.0,103.0,500,0.601,0.36,0.659,33.7,14.3,9.0,1.3,26
19.0,30,873.0,135,264,3,17,52,86,82.0,191,61,37.0,11.0,54.0,80.0,325,0.511,0.176,0.605,29.1,10.8,6.4,2.0,27
22.0,38,1064.0,246,441,16,44,121,191,92.0,273,82,59.0,25.0,56.0,84.0,629,0.558,0.364,0.634,28.0,16.6,7.2,2.2,27
21.0,38,1155.0,215,445,85,204,87,112,57.0,186,101,36.0,6.0,62.0,57.0,602,0.483,0.417,0.777,30.4,15.8,4.9,2.7,28
18.0,31,1103.0,179,422,62,166,105,133,26.0,165,57,43.0,3.0,79.0,78.0,525,0.424,0.373,0.789,35.6,16.9,5.3,1.8,29
22.0,35,1279.0,239,536,85,221,188,232,28.0,137,102,63.0,15.0,87.0,76.0,751,0.446,0.385,0.81,36.5,21.5,3.9,2.9,29
21.0,35,1139.0,198,300,0,1,113,145,87.0,287,31,17.0,30.0,43.0,94.0,509,0.66,0.0,0.779,32.5,14.5,8.2,0.9,31
22.0,31,989.0,291,606,92,245,138,170,59.0,161,58,39.0,24.0,87.0,55.0,812,0.48,0.376,0.812,31.9,26.2,5.2,1.9,32
21.0,38,1199.0,244,465,0,2,124,178,99.0,284,47,47.0,47.0,82.0,103.0,612,0.525,0.0,0.697,31.6,16.1,7.5,1.2,33
21.0,31,910.0,137,289,52,135,97,136,36.0,128,39,35.0,21.0,81.0,81.0,423,0.474,0.385,0.713,29.4,13.6,4.1,1.3,35
23.0,36,1146.0,261,520,54,145,114,154,69.0,225,40,35.0,30.0,88.0,60.0,690,0.502,0.372,0.74,31.8,19.2,6.3,1.1,36
19.0,35,955.0,226,381,0,0,98,162,195.0,432,42,54.0,34.0,44.0,95.0,550,0.593,0.36,0.605,27.3,15.7,12.3,1.2,37
21.0,34,1036.0,190,361,0,1,126,197,144.0,391,39,31.0,3.0,65.0,102.0,506,0.526,0.0,0.64,30.5,14.9,11.5,1.1,38
21.0,35,1033.0,170,337,39,90,100,135,82.0,212,68,25.0,30.0,61.0,87.0,479,0.504,0.433,0.741,29.5,13.7,6.1,1.9,40
21.0,36,1237.0,263,568,117,288,211,234,19.0,122,63,48.0,5.0,96.0,69.0,854,0.463,0.406,0.902,34.4,23.7,3.4,1.8,41
19.0,35,1183.0,136,330,65,172,85,132,42.0,231,84,44.0,16.0,69.0,85.0,422,0.412,0.378,0.644,33.8,12.1,6.6,2.4,42
21.0,35,1116.0,256,542,78,201,149,200,71.0,192,75,56.0,13.0,64.0,72.0,739,0.472,0.388,0.745,31.9,21.1,5.5,2.1,43
20.0,35,1317.0,219,456,67,168,125,156,49.0,217,118,50.0,16.0,85.0,65.0,630,0.48,0.399,0.801,37.6,18.0,6.2,3.4,44
19.0,36,1200.0,205,425,73,187,135,191,31.0,192,231,68.0,6.0,119.0,69.0,618,0.482,0.39,0.707,33.3,17.2,5.3,6.4,45
21.0,38,1040.0,184,391,77,184,52,61,70.0,178,104,67.0,51.0,63.0,84.0,497,0.471,0.418,0.852,27.4,13.1,4.7,2.7,46
22.0,36,1081.0,125,233,5,14,91,130,82.0,210,48,47.0,36.0,62.0,100.0,346,0.536,0.357,0.7,30.0,9.6,5.8,1.3,48
23.0,32,855.0,123,236,21,48,67,79,94.0,269,50,36.0,16.0,58.0,81.0,334,0.521,0.438,0.848,26.7,10.4,8.4,1.6,50
20.0,30,969.0,137,324,46,129,88,108,28.0,150,82,34.0,1.0,79.0,88.0,408,0.423,0.357,0.815,32.3,13.6,5.0,2.7,51
24.0,32,1030.0,200,445,101,223,116,131,18.0,99,91,24.0,1.0,84.0,52.0,617,0.449,0.453,0.885,32.2,19.3,3.1,2.8,51
20.0,31,1066.0,150,344,81,195,37,46,34.0,170,109,38.0,6.0,102.0,86.0,418,0.436,0.415,0.804,34.4,13.5,5.5,3.5,54
23.0,34,1240.0,207,522,112,324,74,100,24.0,168,70,35.0,21.0,84.0,61.0,600,0.397,0.346,0.74,36.5,17.6,4.9,2.1,54
20.0,26,867.0,163,405,67,198,85,99,12.0,62,101,57.0,6.0,75.0,43.0,478,0.402,0.338,0.859,33.3,18.4,2.4,3.9,55
21.0,32,1259.0,205,335,0,1,203,258,126.0,378,32,26.0,56.0,87.0,70.0,613,0.612,0.0,0.787,39.3,19.2,11.8,1.0,56
24.0,32,1153.0,313,697,106,299,148,168,70.0,254,135,75.0,18.0,106.0,86.0,880,0.449,0.355,0.881,36.0,27.5,7.9,4.2,58
21.0,34,810.0,129,194,0,0,76,121,97.0,249,10,10.0,53.0,62.0,95.0,334,0.665,0.36,0.628,23.8,9.8,7.3,0.3,59
23.0,37,1118.0,166,320,21,56,124,172,106.0,277,53,47.0,61.0,74.0,101.0,477,0.519,0.375,0.721,30.2,12.9,7.5,1.4,60
19.0,37,1288.0,202,438,37,114,175,232,30.0,159,241,66.0,19.0,149.0,72.0,616,0.461,0.325,0.754,34.8,16.6,4.3,6.5,1
21.0,31,1108.0,237,457,20,55,138,183,62.0,284,185,54.0,28.0,136.0,86.0,632,0.519,0.364,0.754,35.7,20.4,9.2,6.0,2
18.0,36,989.0,179,293,0,1,90,143,108.0,303,37,32.0,74.0,90.0,94.0,448,0.611,0.0,0.629,27.5,12.4,8.4,1.0,3
20.0,27,730.0,114,288,47,141,60,77,36.0,107,39,24.0,11.0,57.0,60.0,335,0.396,0.333,0.779,27.0,12.4,4.0,1.4,4
22.0,35,1224.0,207,412,51,123,112,145,75.0,299,78,58.0,64.0,81.0,72.0,577,0.502,0.415,0.772,35.0,16.5,8.5,2.2,4
19.0,38,893.0,206,369,1,6,162,268,154.0,374,38,37.0,67.0,78.0,122.0,575,0.558,0.167,0.604,23.5,15.1,9.8,1.0,5
20.0,32,832.0,76,174,6,16,33,56,70.0,160,29,27.0,92.0,36.0,77.0,191,0.437,0.375,0.589,26.0,6.0,5.0,0.9,6
22.0,36,1264.0,191,390,7,26,111,162,129.0,351,97,29.0,133.0,87.0,87.0,500,0.49,0.269,0.685,35.1,13.9,9.8,2.7,6
19.0,34,1164.0,202,385,7,27,138,209,74.0,328,128,42.0,52.0,112.0,87.0,549,0.525,0.259,0.66,34.2,16.1,9.6,3.8,7
19.0,31,970.0,167,374,18,66,139,199,133.0,332,41,44.0,44.0,99.0,91.0,491,0.447,0.273,0.698,31.3,15.8,10.7,1.3,8
19.0,37,1239.0,173,373,47,160,179,216,72.0,305,62,40.0,30.0,85.0,78.0,572,0.464,0.294,0.829,33.5,15.5,8.2,1.7,9
19.0,29,962.0,154,363,59,167,120,132,55.0,210,88,64.0,24.0,94.0,84.0,487,0.424,0.353,0.909,33.2,16.8,7.2,3.0,10
21.0,36,963.0,149,265,0,0,108,159,110.0,354,31,27.0,125.0,56.0,92.0,406,0.562,0.36,0.679,26.8,11.3,9.8,0.9,11
18.0,36,990.0,162,354,69,165,90,115,43.0,157,53,54.0,18.0,69.0,66.0,483,0.458,0.418,0.783,27.5,13.4,4.4,1.5,12
20.0,23,641.0,111,192,0,0,87,132,66.0,220,22,10.0,64.0,46.0,42.0,309,0.578,0.36,0.659,27.9,13.4,9.6,1.0,13
20.0,38,1255.0,215,374,24,69,90,130,116.0,283,36,27.0,51.0,41.0,61.0,544,0.575,0.348,0.692,33.0,14.3,7.4,0.9,14
21.0,35,941.0,196,367,4,16,107,167,106.0,319,34,26.0,90.0,58.0,103.0,503,0.534,0.25,0.641,26.9,14.4,9.1,1.0,15
20.0,34,1260.0,251,502,42,101,199,217,70.0,303,72,35.0,27.0,81.0,87.0,743,0.5,0.416,0.917,37.1,21.9,8.9,2.1,16
20.0,37,1122.0,144,312,49,128,82,123,19.0,114,107,52.0,12.0,112.0,82.0,419,0.462,0.383,0.667,30.3,11.3,3.1,2.9,18
19.0,34,1003.0,159,368,42,112,36,66,33.0,98,71,44.0,18.0,52.0,80.0,396,0.432,0.375,0.545,29.5,11.6,2.9,2.1,19
20.0,33,1124.0,226,494,74,217,209,258,64.0,192,80,46.0,20.0,78.0,88.0,735,0.457,0.341,0.81,34.1,22.3,5.8,2.4,20
22.0,32,1124.0,192,457,27,87,117,154,67.0,273,69,25.0,38.0,68.0,64.0,528,0.42,0.31,0.76,35.1,16.5,8.5,2.2,21
19.0,34,563.0,56,127,9,36,23,46,29.0,77,23,21.0,1.0,29.0,58.0,144,0.441,0.25,0.5,16.6,4.2,2.3,0.7,22
20.0,34,1133.0,178,388,60,164,194,256,25.0,135,128,45.0,4.0,100.0,69.0,610,0.459,0.366,0.758,33.3,17.9,4.0,3.8,22
22.0,32,984.0,188,361,9,34,101,171,89.0,268,81,43.0,45.0,62.0,63.0,486,0.521,0.265,0.591,30.8,15.2,8.4,2.5,23
22.0,34,1029.0,210,419,36,94,155,230,107.0,350,33,57.0,40.0,69.0,100.0,611,0.501,0.383,0.674,30.3,18.0,10.3,1.0,24
21.0,33,1224.0,222,493,52,167,209,282,37.0,201,120,56.0,19.0,97.0,93.0,705,0.45,0.311,0.741,37.1,21.4,6.1,3.6,25
21.0,36,1162.0,245,464,18,51,187,226,107.0,265,63,46.0,21.0,68.0,90.0,695,0.528,0.353,0.827,32.3,19.3,7.4,1.8,26
19.0,30,758.0,107,243,30,82,47,63,34.0,101,69,28.0,6.0,58.0,49.0,291,0.44,0.366,0.746,25.3,9.7,3.4,2.3,27
21.0,35,1147.0,260,563,79,202,119,154,34.0,166,101,47.0,7.0,85.0,57.0,718,0.462,0.391,0.773,32.8,20.5,4.7,2.9,27
19.0,38,502.0,48,91,0,2,33,63,45.0,126,15,21.0,53.0,38.0,88.0,129,0.527,0.0,0.524,13.2,3.4,3.3,0.4,29
23.0,34,1097.0,222,514,65,186,107,127,72.0,256,52,64.0,18.0,67.0,115.0,616,0.432,0.349,0.843,32.3,18.1,7.5,1.5,30
21.0,34,648.0,140,214,0,0,75,135,101.0,199,17,12.0,63.0,60.0,90.0,355,0.654,0.36,0.556,19.1,10.4,5.9,0.5,32
20.0,34,889.0,167,319,3,5,110,187,92.0,303,10,19.0,182.0,64.0,82.0,447,0.524,0.6,0.588,26.1,13.1,8.9,0.3,33
20.0,34,1172.0,219,442,17,71,80,118,26.0,115,189,28.0,12.0,114.0,61.0,535,0.495,0.239,0.678,34.5,15.7,3.4,5.6,34
19.0,35,1103.0,192,447,61,179,85,119,55.0,160,52,30.0,7.0,45.0,62.0,530,0.43,0.341,0.714,31.5,15.1,4.6,1.5,36
22.0,35,1175.0,193,439,39,108,130,199,74.0,324,160,44.0,15.0,104.0,68.0,555,0.44,0.361,0.653,33.6,15.9,9.3,4.6,37
23.0,35,1137.0,130,297,98,241,66,81,18.0,118,171,69.0,8.0,98.0,76.0,424,0.438,0.407,0.815,32.5,12.1,3.4,4.9,38
21.0,32,1161.0,248,506,29,86,179,257,81.0,280,89,51.0,25.0,83.0,65.0,704,0.49,0.337,0.696,36.3,22.0,8.8,2.8,39
19.0,34,960.0,162,368,16,73,79,119,63.0,182,84,31.0,6.0,81.0,66.0,419,0.44,0.219,0.664,28.2,12.3,5.4,2.5,40
21.0,36,1141.0,184,316,0,0,128,210,107.0,369,32,24.0,170.0,71.0,88.0,496,0.582,0.36,0.61,31.7,13.8,10.3,0.9,41
22.0,38,1360.0,208,503,70,198,168,213,61.0,237,119,37.0,15.0,68.0,82.0,654,0.414,0.354,0.789,35.8,17.2,6.2,3.1,42
20.0,34,1161.0,144,315,3,30,117,152,99.0,275,83,36.0,23.0,75.0,54.0,408,0.457,0.1,0.77,34.1,12.0,8.1,2.4,43
23.0,35,1043.0,184,335,0,0,172,250,84.0,317,44,16.0,82.0,79.0,98.0,540,0.549,0.36,0.688,29.8,15.4,9.1,1.3,44
21.0,36,930.0,172,325,0,1,127,222,105.0,305,15,16.0,49.0,78.0,76.0,471,0.529,0.0,0.572,25.8,13.1,8.5,0.4,46
19.0,30,720.0,122,223,4,17,62,89,83.0,238,24,21.0,23.0,70.0,85.0,310,0.547,0.235,0.697,24.0,10.3,7.9,0.8,47
21.0,32,820.0,133,249,0,0,108,136,79.0,198,16,20.0,75.0,61.0,75.0,374,0.534,0.36,0.794,25.6,11.7,6.2,0.5,50
20.0,29,485.0,50,116,0,1,15,27,51.0,118,11,16.0,31.0,29.0,57.0,115,0.431,0.0,0.556,16.7,4.0,4.1,0.4,51
23.0,34,1025.0,189,368,0,0,93,141,120.0,286,28,26.0,71.0,67.0,95.0,471,0.514,0.36,0.66,30.1,13.9,8.4,0.8,51
22.0,30,989.0,244,507,25,81,140,178,67.0,273,47,14.0,20.0,54.0,70.0,653,0.481,0.309,0.787,33.0,21.8,9.1,1.6,52
20.0,21,678.0,106,242,30,97,101,127,14.0,69,86,21.0,1.0,80.0,48.0,343,0.438,0.309,0.795,32.3,16.3,3.3,4.1,54
22.0,34,901.0,137,211,3,12,64,93,101.0,235,25,28.0,61.0,36.0,98.0,341,0.649,0.25,0.688,26.5,10.0,6.9,0.7,55
23.0,31,704.0,82,167,0,0,46,77,58.0,123,35,18.0,16.0,51.0,46.0,210,0.491,0.36,0.597,22.7,6.8,4.0,1.1,57
19.0,35,593.0,111,201,1,1,68,108,72.0,158,16,22.0,31.0,63.0,107.0,291,0.552,1.0,0.63,16.9,8.3,4.5,0.5,58
21.0,27,720.0,148,261,4,15,80,119,72.0,218,30,26.0,23.0,77.0,82.0,380,0.567,0.267,0.672,26.7,14.1,8.1,1.1,58
21.0,34,1163.0,203,387,27,79,61,97,91.0,260,34,30.0,41.0,77.0,52.0,494,0.525,0.342,0.629,34.2,14.5,7.6,1.0,59
21.0,29,716.0,128,212,0,0,91,160,85.0,225,34,17.0,32.0,71.0,68.0,347,0.604,0.36,0.569,24.7,12.0,7.8,1.2,60
18.0,11,303.0,55,104,18,39,64,71,6.0,37,47,16.0,6.0,27.0,23.0,192,0.529,0.462,0.901,27.5,17.5,3.4,4.3,1
19.0,38,1141.0,226,380,42,74,247,331,105.0,314,43,37.0,26.0,100.0,106.0,741,0.595,0.568,0.746,30.0,19.5,8.3,1.1,2
19.0,36,1104.0,172,315,0,0,127,261,138.0,282,45,34.0,86.0,64.0,100.0,471,0.546,0.36,0.487,30.7,13.1,7.8,1.3,4
19.0,38,1363.0,217,513,87,231,136,171,25.0,153,159,25.0,8.0,120.0,83.0,657,0.423,0.377,0.795,35.9,17.3,4.0,4.2,8
20.0,41,1543.0,316,739,75,227,258,315,53.0,223,184,77.0,7.0,93.0,56.0,965,0.428,0.33,0.819,37.6,23.5,5.4,4.5,9
21.0,37,1323.0,346,765,124,313,252,282,24.0,127,160,49.0,1.0,131.0,49.0,1068,0.452,0.396,0.894,35.8,28.9,3.4,4.3,10
20.0,34,1179.0,240,551,98,246,155,185,25.0,178,127,56.0,32.0,115.0,99.0,733,0.436,0.398,0.838,34.7,21.6,5.2,3.7,11
19.0,38,1193.0,251,535,28,96,249,302,91.0,247,112,41.0,12.0,99.0,89.0,779,0.469,0.292,0.825,31.4,20.5,6.5,2.9,12
21.0,38,926.0,195,331,25,59,103,153,103.0,316,53,30.0,43.0,78.0,108.0,518,0.589,0.424,0.673,24.4,13.6,8.3,1.4,13
19.0,36,1172.0,211,475,25,86,110,145,111.0,380,91,51.0,21.0,76.0,89.0,557,0.444,0.291,0.759,32.6,15.5,10.6,2.5,15
20.0,31,992.0,177,436,42,151,141,175,53.0,183,108,85.0,6.0,72.0,86.0,537,0.406,0.278,0.806,32.0,17.3,5.9,3.5,17
21.0,28,814.0,124,286,35,95,84,126,58.0,191,33,55.0,41.0,61.0,90.0,367,0.434,0.368,0.667,29.1,13.1,6.8,1.2,18
18.0,34,993.0,185,402,23,76,128,170,67.0,247,44,24.0,29.0,62.0,70.0,521,0.46,0.303,0.753,29.2,15.3,7.3,1.3,19
22.0,37,1259.0,260,568,57,163,187,230,44.0,166,189,45.0,3.0,118.0,72.0,764,0.458,0.35,0.813,34.0,20.6,4.5,5.1,21
21.0,35,1216.0,233,374,0,0,139,241,200.0,508,37,67.0,82.0,92.0,108.0,605,0.623,0.36,0.577,34.7,17.3,14.5,1.1,22
20.0,34,1161.0,219,435,71,169,109,137,35.0,146,152,36.0,18.0,81.0,58.0,618,0.503,0.42,0.796,34.1,18.2,4.3,4.5,24
22.0,32,1168.0,276,571,67,197,169,219,72.0,225,80,48.0,39.0,98.0,80.0,788,0.483,0.34,0.772,36.5,24.6,7.0,2.5,25
20.0,36,1159.0,243,552,90,234,95,122,72.0,276,76,31.0,23.0,77.0,64.0,671,0.44,0.385,0.779,32.2,18.6,7.7,2.1,26
21.0,34,1203.0,257,520,15,51,169,209,82.0,291,33,30.0,79.0,56.0,53.0,698,0.494,0.294,0.809,35.4,20.5,8.6,1.0,27
22.0,36,1285.0,251,572,51,149,227,266,27.0,210,191,80.0,3.0,97.0,87.0,780,0.439,0.342,0.853,35.7,21.7,5.8,5.3,28
19.0,36,1166.0,136,322,52,126,51,73,23.0,128,109,37.0,11.0,54.0,65.0,375,0.422,0.413,0.699,32.4,10.4,3.6,3.0,29
21.0,37,1178.0,245,459,77,172,94,118,62.0,256,43,23.0,46.0,56.0,82.0,661,0.534,0.448,0.797,31.8,17.9,6.9,1.2,32
22.0,37,1286.0,219,509,62,193,125,155,88.0,253,60,34.0,12.0,70.0,98.0,625,0.43,0.321,0.806,34.8,16.9,6.8,1.6,33
20.0,38,1219.0,201,493,87,246,120,156,27.0,170,131,30.0,3.0,93.0,66.0,609,0.408,0.354,0.769,32.1,16.0,4.5,3.4,34
20.0,33,1154.0,144,355,55,152,78,106,50.0,238,93,29.0,67.0,100.0,52.0,421,0.406,0.362,0.736,35.0,12.8,7.2,2.8,35
20.0,33,1073.0,213,396,0,0,131,228,121.0,388,21,23.0,45.0,53.0,80.0,557,0.538,0.36,0.575,32.5,16.9,11.8,0.6,36
20.0,30,937.0,194,403,23,74,82,119,56.0,229,42,33.0,50.0,76.0,67.0,493,0.481,0.311,0.689,31.2,16.4,7.6,1.4,37
22.0,36,1229.0,155,323,43,117,54,97,74.0,279,136,34.0,15.0,81.0,67.0,407,0.48,0.368,0.557,34.1,11.3,7.8,3.8,38
21.0,34,1139.0,227,483,54,146,113,134,57.0,246,56,17.0,30.0,54.0,75.0,621,0.47,0.37,0.843,33.5,18.3,7.2,1.6,40
20.0,35,1219.0,201,411,16,64,108,151,31.0,139,235,36.0,1.0,103.0,74.0,526,0.489,0.25,0.715,34.8,15.0,4.0,6.7,41
20.0,33,1093.0,141,323,39,132,112,144,23.0,101,67,22.0,7.0,56.0,80.0,433,0.437,0.295,0.778,33.1,13.1,3.1,2.0,43
21.0,33,1232.0,249,482,66,157,182,221,18.0,111,158,57.0,22.0,73.0,66.0,746,0.517,0.42,0.824,37.3,22.6,3.4,4.8,44
21.0,38,1083.0,127,208,2,10,33,56,140.0,329,30,35.0,57.0,28.0,91.0,289,0.611,0.2,0.589,28.5,7.6,8.7,0.8,45
22.0,37,1302.0,318,699,131,322,110,134,25.0,143,157,33.0,7.0,119.0,66.0,877,0.455,0.407,0.821,35.2,23.7,3.9,4.2,46
20.0,33,1062.0,177,360,13,43,109,136,106.0,237,97,40.0,20.0,71.0,63.0,476,0.492,0.302,0.801,32.2,14.4,7.2,2.9,47
22.0,35,1133.0,231,422,9,23,157,244,93.0,354,38,28.0,125.0,66.0,108.0,628,0.547,0.391,0.643,32.4,17.9,10.1,1.1,48
19.0,26,530.0,72,193,34,94,28,37,10.0,58,56,21.0,1.0,53.0,44.0,206,0.373,0.362,0.757,20.4,7.9,2.2,2.2,49
21.0,33,1120.0,154,321,5,17,69,99,88.0,283,75,23.0,61.0,54.0,75.0,382,0.48,0.294,0.697,33.9,11.6,8.6,2.3,50
22.0,37,1320.0,145,286,114,227,64,79,14.0,98,88,36.0,5.0,35.0,37.0,468,0.507,0.502,0.81,35.7,12.6,2.6,2.4,51
21.0,34,435.0,52,87,0,1,12,48,29.0,72,22,8.0,25.0,26.0,58.0,116,0.598,0.0,0.25,12.8,3.4,2.1,0.6,52
24.0,37,905.0,191,322,0,0,46,102,82.0,199,30,13.0,26.0,63.0,91.0,428,0.593,0.36,0.451,24.5,11.6,5.4,0.8,52
22.0,38,1201.0,112,264,36,92,68,105,22.0,153,96,46.0,28.0,55.0,94.0,328,0.424,0.391,0.648,31.6,8.6,4.0,2.5,53
21.0,34,1152.0,221,494,70,175,100,141,51.0,175,108,41.0,18.0,61.0,71.0,612,0.447,0.4,0.709,33.9,18.0,5.1,3.2,55
22.0,26,383.0,25,59,0,0,9,22,32.0,79,4,4.0,42.0,21.0,51.0,59,0.424,0.36,0.409,14.7,2.3,3.0,0.2,58
21.0,35,1115.0,188,422,60,172,151,210,26.0,123,213,47.0,2.0,104.0,75.0,587,0.445,0.349,0.719,31.9,16.8,3.5,6.1,60
18.0,40,1281.0,210,337,3,20,144,203,119.0,415,50,54.0,186.0,41.0,78.0,567,0.623,0.15,0.709,32.0,14.2,10.4,1.3,1
18.0,40,1245.0,160,326,13,51,143,192,103.0,297,75,39.0,37.0,87.0,97.0,476,0.491,0.255,0.745,31.1,11.9,7.4,1.9,2
18.0,37,1267.0,175,393,63,186,133,173,50.0,249,83,51.0,31.0,79.0,76.0,546,0.445,0.339,0.769,34.2,14.8,6.7,2.2,3
20.0,37,891.0,170,357,41,113,86,118,18.0,85,92,67.0,12.0,48.0,69.0,467,0.476,0.363,0.729,24.1,12.6,2.3,2.5,4
20.0,39,1242.0,261,517,7,14,163,239,113.0,463,72,42.0,34.0,104.0,107.0,692,0.505,0.5,0.682,31.8,17.7,11.9,1.8,5
21.0,32,1105.0,231,495,94,230,228,257,17.0,161,128,47.0,7.0,74.0,62.0,784,0.467,0.409,0.887,34.5,24.5,5.0,4.0,6
19.0,38,1111.0,229,521,49,137,141,195,74.0,198,43,41.0,13.0,74.0,68.0,648,0.44,0.358,0.723,29.2,17.1,5.2,1.1,7
20.0,35,1088.0,215,470,72,194,72,94,48.0,225,49,44.0,33.0,70.0,99.0,574,0.457,0.371,0.766,31.1,16.4,6.4,1.4,8
18.0,34,967.0,157,292,0,2,26,88,114.0,257,15,28.0,92.0,52.0,75.0,340,0.538,0.0,0.295,28.4,10.0,7.6,0.4,9
19.0,34,1129.0,174,402,58,159,121,184,21.0,115,71,33.0,1.0,79.0,76.0,527,0.433,0.365,0.658,33.2,15.5,3.4,2.1,10
19.0,32,1018.0,170,291,1,11,93,127,73.0,262,43,15.0,60.0,68.0,94.0,434,0.584,0.091,0.732,31.8,13.6,8.2,1.3,11
19.0,34,1266.0,217,454,71,211,98,121,32.0,166,58,42.0,21.0,68.0,57.0,603,0.478,0.336,0.81,37.2,17.7,4.9,1.7,12
20.0,36,1189.0,105,225,28,79,55,79,6.0,94,351,43.0,6.0,101.0,56.0,293,0.467,0.354,0.696,33.0,8.1,2.6,9.8,13
21.0,35,1019.0,205,410,0,0,69,135,89.0,348,44,20.0,101.0,45.0,55.0,479,0.5,0.36,0.511,29.1,13.7,9.9,1.3,14
18.0,32,1155.0,193,427,17,79,94,139,88.0,276,47,51.0,45.0,80.0,74.0,497,0.452,0.215,0.676,36.1,15.5,8.6,1.5,15
18.0,1,17.0,3,5,0,0,1,2,55.0,4,2,2.0,2.0,0.0,0.0,7,0.6,0.36,0.5,17.0,7.0,4.0,2.0,16
20.0,34,1072.0,175,328,4,12,102,205,85.0,316,170,40.0,32.0,130.0,89.0,456,0.534,0.333,0.498,31.5,13.4,9.3,5.0,16
22.0,38,1070.0,220,398,0,0,181,224,146.0,365,36,34.0,58.0,73.0,102.0,621,0.553,0.36,0.808,28.2,16.3,9.6,0.9,17
20.0,38,1115.0,177,354,16,49,99,158,96.0,272,51,49.0,68.0,62.0,91.0,469,0.5,0.327,0.627,29.3,12.3,7.2,1.3,18
